iter	Logloss
0	0.6638634106
1	0.640723298
2	0.6161457308
3	0.5916158141
4	0.5705964321
5	0.5471665163
6	0.5273924102
7	0.5075009791
8	0.4882593607
9	0.4707301546
10	0.4530280633
11	0.4395965849
12	0.4248409574
13	0.4110362955
14	0.3962670169
15	0.3819634752
16	0.3691691118
17	0.3575846511
18	0.345285767
19	0.3344620851
20	0.3241227249
21	0.314913431
22	0.3055666872
23	0.2961856175
24	0.2886663785
25	0.2800062443
26	0.2727173085
27	0.2658681222
28	0.2585171574
29	0.2516556369
30	0.2444936873
31	0.2385143064
32	0.2320509691
33	0.2260186267
34	0.2204579589
35	0.2153697686
36	0.21154497
37	0.2066077006
38	0.2023850017
39	0.1983183311
40	0.1933034631
41	0.1898353852
42	0.1860936929
43	0.1823430028
44	0.179194938
45	0.1762710464
46	0.1730192205
47	0.1709612204
48	0.1685057404
49	0.1650057721
50	0.1626669402
51	0.1601376098
52	0.1577718677
53	0.1552166405
54	0.1529171795
55	0.1511437731
56	0.1493173193
57	0.1471345994
58	0.1450244071
59	0.1433245796
60	0.141534959
61	0.139305709
62	0.1372746389
63	0.1353985338
64	0.1336923647
65	0.1324734924
66	0.1305968582
67	0.1291706363
68	0.127182123
69	0.1258646011
70	0.1242624537
71	0.1224179421
72	0.1210771974
73	0.1196689119
74	0.1183822987
75	0.1172163635
76	0.1160297076
77	0.1145821534
78	0.1134518908
79	0.1125628448
80	0.1114632282
81	0.1104272632
82	0.1093701521
83	0.1085492317
84	0.1074586143
85	0.1065526837
86	0.105654601
87	0.1048819963
88	0.1040999467
89	0.1033827089
90	0.1025566046
91	0.1018324464
92	0.1016240098
93	0.1008449103
94	0.09990891367
95	0.09921826915
96	0.09873056429
97	0.09815929954
98	0.09756020232
99	0.09672023486
100	0.09602130006
101	0.09557303911
102	0.09502452419
103	0.09444589585
104	0.09372903136
105	0.09325298244
106	0.0923598929
107	0.09189258696
108	0.09140944053
109	0.09082281482
110	0.09027192896
111	0.08954823578
112	0.08910121471
113	0.08845270378
114	0.08773035221
115	0.08704020139
116	0.08653692655
117	0.08598536634
118	0.08564979288
119	0.08521341127
120	0.08490846484
121	0.08443657389
122	0.08410433325
123	0.08351490603
124	0.08308801461
125	0.08265138348
126	0.08214998395
127	0.08208381243
128	0.0817156828
129	0.08129916645
130	0.08117402971
131	0.08064401066
132	0.08007916882
133	0.07962397591
134	0.07913895394
135	0.07874969279
136	0.07836389825
137	0.0778524848
138	0.07751922916
139	0.07717284857
140	0.07689650294
141	0.07651380829
142	0.0762871642
143	0.07603106185
144	0.07568753237
145	0.0753818962
146	0.07499871305
147	0.07473184827
148	0.07444996504
149	0.07392756324
150	0.07359144998
151	0.07328958024
152	0.07302494571
153	0.07281453404
154	0.07251787809
155	0.07202528012
156	0.07176250152
157	0.07151806785
158	0.07112835031
159	0.07078472616
160	0.07049203002
161	0.07001158424
162	0.06964587086
163	0.06936547749
164	0.06912060433
165	0.06884270194
166	0.06852324309
167	0.06827419012
168	0.06783786498
169	0.06757364651
170	0.06727993594
171	0.06717079377
172	0.06687115679
173	0.06665980997
174	0.06632127389
175	0.06611851723
176	0.06566356929
177	0.06558114543
178	0.06531409421
179	0.06516754747
180	0.06499155977
181	0.06483524159
182	0.06440524654
183	0.06422318729
184	0.06420220295
185	0.06383577561
186	0.06361542236
187	0.06327722941
188	0.06303852442
189	0.06281041883
190	0.0627539547
191	0.06266852613
192	0.06245580565
193	0.06229845528
194	0.06207237662
195	0.06184243828
196	0.06167880007
197	0.06145926433
198	0.06137860378
199	0.06110273823
200	0.0610509559
201	0.0608598691
202	0.06070578827
203	0.06060889221
204	0.06046004852
205	0.06026511092
206	0.06002982629
207	0.06002896047
208	0.05997120004
209	0.05970127457
210	0.05948616782
211	0.05923258006
212	0.0590473712
213	0.05885961138
214	0.05864504467
215	0.05850349947
216	0.05821745632
217	0.05821662448
218	0.05800863861
219	0.0579166765
220	0.05765621434
221	0.05732902225
222	0.05716417641
223	0.05711505546
224	0.05702070176
225	0.05675206452
226	0.05658037066
227	0.05656836698
228	0.05631570274
229	0.05612411216
230	0.05595940807
231	0.05583217986
232	0.05564420685
233	0.05552992529
234	0.05544256501
235	0.05529273499
236	0.05508052282
237	0.05492121926
238	0.05477623857
239	0.05464201022
240	0.05435625762
241	0.05422354669
242	0.05413125302
243	0.05392126993
244	0.05388898013
245	0.05367411068
246	0.05346914337
247	0.05343614483
248	0.05325531151
249	0.05308165096
250	0.05301796382
251	0.05297752626
252	0.05292669372
253	0.05291644072
254	0.05277644486
255	0.05257445662
256	0.05237006796
257	0.05213594448
258	0.05198753906
259	0.0517883014
260	0.05175247653
261	0.05165203451
262	0.05154275191
263	0.05137878375
264	0.0512696263
265	0.05114710625
266	0.05099393391
267	0.05086290958
268	0.0506910299
269	0.05069095818
270	0.05062862024
271	0.05034918891
272	0.0502788088
273	0.05021026632
274	0.0500289582
275	0.04991443891
276	0.04963839452
277	0.04943435175
278	0.04926346393
279	0.04915087897
280	0.0491025029
281	0.04900986814
282	0.04880586915
283	0.04854144377
284	0.04836458386
285	0.0482324609
286	0.04806518923
287	0.0480263083
288	0.0479270311
289	0.04787120949
290	0.04777799344
291	0.04761056683
292	0.04738150054
293	0.04724780954
294	0.04707635496
295	0.04695196222
296	0.04690256057
297	0.04679142689
298	0.04663820053
299	0.0464401461
300	0.04631807886
301	0.04627751304
302	0.04613120608
303	0.04587549218
304	0.04581636818
305	0.04570026116
306	0.04559281567
307	0.04540468269
308	0.04531147434
309	0.04511813803
310	0.04509066395
311	0.04495155765
312	0.04476673392
313	0.0446708967
314	0.04458365783
315	0.04440071719
316	0.04424624967
317	0.04419676286
318	0.04409424228
319	0.04398513557
320	0.04383287635
321	0.04378975721
322	0.04377706674
323	0.04358907489
324	0.04348408993
325	0.04338988489
326	0.04333990979
327	0.04315675898
328	0.04303697774
329	0.04290028442
330	0.04275404104
331	0.04253814352
332	0.04245473444
333	0.04239598058
334	0.04230566868
335	0.04218390311
336	0.04206467193
337	0.04192967364
338	0.04184096097
339	0.04181116817
340	0.04174764421
341	0.04161383511
342	0.04149093232
343	0.04146837306
344	0.04126094741
345	0.04114485754
346	0.04111562647
347	0.04105627927
348	0.04099413071
349	0.04095454247
350	0.04093608571
351	0.04079862021
352	0.0406294888
353	0.04051517291
354	0.04048319046
355	0.04033515495
356	0.04012714833
357	0.04006514343
358	0.04002105987
359	0.04000545871
360	0.03991830152
361	0.03975196242
362	0.03970767741
363	0.03958447753
364	0.0394560514
365	0.03925596732
366	0.03904530647
367	0.03900814674
368	0.03888816898
369	0.03870710097
370	0.03849699405
371	0.03832586541
372	0.03821139673
373	0.03813791488
374	0.03802813601
375	0.03783066753
376	0.03775173987
377	0.03768442549
378	0.03748985011
379	0.03746378018
380	0.03732723157
381	0.03719707239
382	0.0371726908
383	0.03710114438
384	0.0369463533
385	0.03685098118
386	0.03676201384
387	0.03668744624
388	0.03665157862
389	0.03650839729
390	0.03644700941
391	0.03631653274
392	0.03620226453
393	0.03618335249
394	0.03613821527
395	0.03604898734
396	0.03600796296
397	0.03583851658
398	0.03577489349
399	0.03569231374
400	0.03558089288
401	0.03544963784
402	0.0353667351
403	0.03528500952
404	0.03519227171
405	0.03506565162
406	0.03502895917
407	0.03498408975
408	0.0349533062
409	0.03489095424
410	0.03477516515
411	0.03473026733
412	0.03462612553
413	0.03456288485
414	0.03440076708
415	0.0342970184
416	0.03420992533
417	0.03414300191
418	0.03408789696
419	0.03406259987
420	0.0340256069
421	0.03388338689
422	0.03373663274
423	0.03369022287
424	0.0336236621
425	0.03357173326
426	0.03354848365
427	0.03341678983
428	0.03334773778
429	0.03332329911
430	0.0332965696
431	0.03328536114
432	0.03316968236
433	0.03308163366
434	0.03297802168
435	0.03292110684
436	0.03290077262
437	0.03281847987
438	0.03273776811
439	0.03260444055
440	0.03256105931
441	0.03245664415
442	0.03236621478
443	0.03230350219
444	0.03225862697
445	0.03223722444
446	0.03218891411
447	0.03212995212
448	0.03202528868
449	0.03188349275
450	0.03181418604
451	0.0317094243
452	0.03167373884
453	0.03158819783
454	0.03153050955
455	0.03148908625
456	0.0314566617
457	0.03137601266
458	0.0313490136
459	0.03127348943
460	0.03122010517
461	0.03114427378
462	0.03109973011
463	0.03103330852
464	0.03096979443
465	0.0308818354
466	0.03081731428
467	0.03077517903
468	0.03073614629
469	0.03070481307
470	0.03052883149
471	0.03048943109
472	0.03042378805
473	0.03034332595
474	0.0302909007
475	0.03024906002
476	0.03017443127
477	0.03015747698
478	0.0301243184
479	0.0299798053
480	0.02992540658
481	0.02986375065
482	0.02983134419
483	0.02973245642
484	0.02968234982
485	0.0296319926
486	0.02955461386
487	0.02949657137
488	0.02939462073
489	0.02933460899
490	0.02930078981
491	0.02924469987
492	0.02914263009
493	0.02910361632
494	0.02908677543
495	0.02903123133
496	0.02895135873
497	0.02890258345
498	0.02882476618
499	0.02875910824
