iter	Logloss
0	0.6205387025
1	0.5374331824
2	0.4835584037
3	0.4198066589
4	0.3850108365
5	0.3526579295
6	0.3266477091
7	0.2961878963
8	0.2757495264
9	0.2459220432
10	0.2223333892
11	0.201963176
12	0.1853956798
13	0.1725974271
14	0.1640684924
15	0.154188453
16	0.1454903873
17	0.1358380771
18	0.129149802
19	0.1217754149
20	0.1123352937
21	0.1052424424
22	0.1010917118
23	0.0963703112
24	0.09371379732
25	0.08908880675
26	0.08296834395
27	0.08077234647
28	0.0773557198
29	0.07530647909
30	0.07340609934
31	0.07041504339
32	0.06887830946
33	0.06601067094
34	0.06397579015
35	0.06182083922
36	0.05961761854
37	0.05773733355
38	0.05561645679
39	0.05438996182
40	0.05304381994
41	0.05156866109
42	0.04944486681
43	0.04813876271
44	0.04706165265
45	0.04633842855
46	0.04373161885
47	0.04291799142
48	0.04177022716
49	0.04067748613
50	0.03979754985
51	0.03869453477
52	0.03776260155
53	0.0370571002
54	0.03638912514
55	0.03552750853
56	0.03471823977
57	0.03390616724
58	0.03315006804
59	0.0324742242
60	0.03199060837
61	0.03092831616
62	0.03000766069
63	0.0294251925
64	0.02887265544
65	0.02826200725
66	0.0276995008
67	0.02717746141
68	0.02626839935
69	0.02558019461
70	0.02521816548
71	0.02466692838
72	0.02419358044
73	0.02353464
74	0.02305831234
75	0.02273102872
76	0.02203328246
77	0.02170534744
78	0.02116620683
79	0.02064174032
80	0.02039752224
81	0.01986838386
82	0.01942773852
83	0.01921172215
84	0.01874176284
85	0.01829972154
86	0.01800932596
87	0.01744352691
88	0.01716843376
89	0.01681600122
90	0.01653480639
91	0.01621053823
92	0.01575994081
93	0.01547465885
94	0.01517465187
95	0.01480138038
96	0.01468482206
97	0.0144539759
98	0.01415411267
99	0.01402152517
100	0.01375915547
101	0.01343490957
102	0.01322861138
103	0.01308774402
104	0.01284280163
105	0.01269013945
106	0.01255181028
107	0.01229875055
108	0.0120871
109	0.01188188525
110	0.01162143912
111	0.01141119724
112	0.01101446918
113	0.01084330799
114	0.0105032795
115	0.01034556693
116	0.01014258344
117	0.009997080829
118	0.009855271885
119	0.009665996354
120	0.009504995659
121	0.009362338073
122	0.009230455936
123	0.009116519684
124	0.008998553043
125	0.008914053778
126	0.008783623856
127	0.008650438302
128	0.008546866018
129	0.008403759835
130	0.008244418677
131	0.008061187678
132	0.007946856982
133	0.007793770295
134	0.007671882233
135	0.007554742095
136	0.007425874573
137	0.007301165855
138	0.007188141327
139	0.007117645436
140	0.006933716585
141	0.00680758552
142	0.00663972711
143	0.006511965755
144	0.006420390583
145	0.006287856344
146	0.006216658057
147	0.006134463063
148	0.00602939187
149	0.005922058517
150	0.005809171357
151	0.00575424445
152	0.005643012074
153	0.005553440738
154	0.005451497938
155	0.005318275136
156	0.005261072216
157	0.005245794134
158	0.005203950332
159	0.005115850188
160	0.005041209584
161	0.004991109012
545
164	0.008244557611
165	0.008086930965
166	0.007907422611
167	0.007864229704
0.008292991726
169	0.008125578971
170	0.008001820645
171	0.007941222707
172	0.007906746017
173	0.007842721795
174	0.00763092546
175	0.007556060189
176	0.007436617415
177	0.007357591295
178	0.007291780589
533
178	0.005207974332
179	0.005154717845
180	0.005049947769
181	0.00497853494
182	0.00495058401
183	0.004904676344
184	0.004847125794
185	0.004799032965
186	0.004771280043
187	0.004724723352
188	0.004618193148
189	0.004592119514
